# Acc1	amplitude
# "Acc1"	"amplitude"
# 875
0	0.0110340362012787
0.8	0.00848731194198353
1.6	0.0189319478335645
2.4	0.0174759211833567
3.2	0.0119196160363621
4	0.00511390999635057
4.8	0.00380823242264275
5.6	0.00545281898722135
6.4	0.0152275576421776
7.2	0.0186400081827203
8	0.0140580736600611
8.8	0.0119819034073796
9.6	0.0135242635041603
10.4	0.010226616290743
11.2	0.0156866736948577
12	0.0115710183237451
12.8	0.00568116838250406
13.6	0.00306726986291654
14.4	0.00464838353912787
15.2	0.00796966422595959
16	0.00760285471058786
16.8	0.00669146737251831
17.6	0.0172175865603483
18.4	0.017894942606354
19.2	0.0188731621425766
20	0.0184909583514179
20.8	0.0159858619859452
21.6	0.00344307129354059
22.4	0.00353613741025775
23.2	0.0131346177348427
24	0.0158836569740325
24.8	0.0187326846754785
25.6	0.0122097138340347
26.4	0.00535498100414149
27.2	0.0104464463304956
28	0.0119614258821102
28.8	0.00961074145033605
29.6	0.00183180798531721
30.4	0.0127088302686725
31.2	0.00832854802250393
32	0.0156902919448633
32.8	0.00334138008000896
33.6	0.0139287877768723
34.4	0.00954521295651659
35.2	0.00383139605852921
36	0.00726680986178824
36.8	0.0130373903486888
37.6	0.00659257560940629
38.4	0.00775722814867803
39.2	0.00622945491022233
40	0.0138066450524864
40.8	0.013692826194654
41.6	0.0175611207873669
42.4	0.0183393478974589
43.2	0.00601758435686385
44	0.0130331809332225
44.8	0.0129971808047235
45.6	0.00299650902777952
46.4	0.00418028892245224
47.2	0.0157004731815584
48	0.006144253907991
48.8	0.00281642082621944
49.6	0.00962861085679252
50.4	0.0122659535110061
51.2	0.00339345261859199
52	0.00630983740537008
52.8	0.00437128809786167
53.6	0.00502967578614272
54.4	0.00469549042793875
55.2	0.0106846258244626
56	0.00947410803024077
56.8	0.00280226491129262
57.6	0.0124389096769611
58.4	0.00297215498742293
59.2	0.0067251933409675
60	0.0189724745522334
60.8	0.000694604653998698
61.6	0.00724375901942146
62.4	0.000854211731726973
63.2	0.00924197266358198
64	0.00642502384838101
64.8	0.00964329256070294
65.6	0.00114059817376304
66.4	0.00700982290213817
67.2	0.0185806147817707
68	0.0120318702174224
68.8	0.0108430282258455
69.6	0.0137154983233519
70.4	0.0124015169800296
71.2	0.00722871638437022
72	0.00572368456108869
72.8	0.0102601307123149
73.6	0.0122530228410431
74.4	0.00899337719049814
75.2	0.00633687442347267
76	0.0177168949595363
76.8	0.0173627643200491
77.6	0.0181419188018091
78.4	0.00651196955076786
79.2	0.0193280913771453
80	0.0152231217569036
80.8	0.0158547844784384
81.6	0.0134866492358596
82.4	0.0170002909762587
83.2	0.0122252395870658
84	0.00999170578872563
84.8	0.009324707926224
85.6	0.00506329763402195
86.4	0.00365982167772502
87.2	0.0123426275571916
88	0.0109132156771526
88.8	0.00432467433509366
89.6	0.0187768504961018
90.4	0.00877572123414521
91.2	0.0194032648405154
92	0.00205451301988302
92.8	0.0198002361373697
93.6	0.0186375246672751
94.4	0.00212671361068491
95.2	0.00381287074127021
96	0.00840714783921074
96.8	0.00196388968739205
97.6	0.0122494226419761
98.4	0.00472733952200844
99.2	0.00615796479749683
100	0.010235364126617
100.8	0.0132569616144366
101.6	0.00559918384922019
102.4	0.00607784300029129
103.2	0.0106615060135854
104	0.00863333589066459
104.8	0.00595169095794881
105.6	0.0040722829360192
106.4	0.0167786333470608
107.2	0.0171849320304438
108	0.00741553935394101
108.8	0.00108400027206638
109.6	0.0127428108409895
110.4	0.0186854562108873
111.2	0.0158920099591946
112	0.00653085877647755
112.8	0.00942131779806199
113.6	0.0146718903552329
114.4	0.00871089205485704
115.2	0.0137911835248351
116	0.00250034024887066
116.8	0.00853896757240655
