# Acc1	amplitude
# "Acc1"	"amplitude"
# 875
0	0.00437735570957738
0.8	0.00166554460377097
1.6	0.00184755395104932
2.4	0.00437658471317018
3.2	0.0084744431054154
4	0.00576615993577765
4.8	0.000514044469011544
5.6	0.00216241044901045
6.4	0.00290291705275707
7.2	0.00575696471060049
8	0.00484037330125266
8.8	0.00547901678605226
9.6	0.00733900943283918
10.4	0.00923495910634392
11.2	0.00840782187193174
12	0.000829969715781373
12.8	0.00408279917116453
13.6	0.00753416588279936
14.4	0.00945885677890254
15.2	0.0016154697832109
16	0.00134417379235338
16.8	0.0067472602582651
17.6	0.0063161390746896
18.4	0.00933030431125954
19.2	0.00874316299678655
20	0.00509234601131986
20.8	0.00343844920559877
21.6	0.00186675392994145
22.4	0.0050931568475686
23.2	0.00886370340492006
24	0.00565928162768543
24.8	0.0075924409641108
25.6	0.00412985833077712
26.4	0.00715894168299193
27.2	0.00519893309892763
28	0.00248912633033703
28.8	0.00451294335747301
29.6	0.0054899872676901
30.4	0.0055996995892004
31.2	0.00227285388697208
32	0.00939089920687147
32.8	0.00614003600783393
33.6	0.00244584111163686
34.4	0.00701666593037948
35.2	0.00679682573878494
36	0.00514653086992701
36.8	0.007172483430254
37.6	0.00368649486793333
38.4	0.00286096822110921
39.2	0.00939294128732854
40	0.00228783863978509
40.8	0.0045450069556243
41.6	0.00125970907401248
42.4	0.00592973837367971
43.2	0.00580037273620868
44	0.00128446602707555
44.8	0.00889464796120641
45.6	0.00207125328432994
46.4	0.00794203046321346
47.2	0.00314312921052771
48	0.00219946558692289
48.8	0.000754054030983972
49.6	0.00997494920346418
50.4	0.00481808202809158
51.2	0.00165735694605591
52	0.00907182323284436
52.8	0.00338331162920248
53.6	0.00774716452852473
54.4	0.00669284402563176
55.2	0.00964941424724665
56	0.0010472282043115
56.8	0.00358201664845038
57.6	0.00958439125537366
58.4	0.00284077209558453
59.2	0.00273500750650504
60	0.00765555055763455
60.8	0.00323348017900295
61.6	0.00269009507708742
62.4	0.00822308005376768
63.2	0.000478829282276286
64	0.00156530344590659
64.8	0.0029096046464807
65.6	0.00404886926270265
66.4	0.00286935697433552
67.2	0.000621125629498887
68	0.00655622868403302
68.8	0.00582504116706673
69.6	0.00424462263254326
70.4	0.007340884528453
71.2	0.000262567583986606
72	0.00581188509656323
72.8	0.00239616709530929
73.6	0.00828715810627146
74.4	0.00292502730618881
75.2	0.00258660680080991
76	0.00236427491250793
76.8	0.000642914955952141
77.6	0.00487614446723237
78.4	0.00222079552899606
