# Acc1	amplitude
# "Acc1"	"amplitude"
# 875
0	0.00072866102832313
0.8	0.000815154165086738
1.6	0.011650416018864
2.4	0.00496970120770668
3.2	0.00176915332476642
4	0.0113699535259861
4.8	0.010784357408535
5.6	0.00593143080823871
6.4	0.0174907810556792
7.2	0.0176296563845679
8	0.00473378628214617
8.8	0.00528170570627014
9.6	0.00274473924495893
10.4	0.0115038508626203
11.2	0.0149264359706567
12	0.00471200512071444
12.8	0.0153223578325265
13.6	0.00106201415986946
14.4	0.0100188444737172
15.2	0.0171966089254095
16	0.0161958223142471
16.8	0.00577787342030122
17.6	0.00407376463892396
18.4	0.0185448412849971
19.2	0.0105867970872077
20	0.00956386133535681
20.8	0.0152082091937923
21.6	0.00421682016752774
22.4	0.0108315435011092
23.2	0.0137688545468631
24	0.012421886526521
24.8	0.0100283174671417
25.6	0.00698906122767259
26.4	0.000186841030551119
27.2	0.0103952574494283
28	0.0115623993318969
28.8	0.0161098147005166
29.6	0.00270236952569934
30.4	0.0108168415280787
31.2	0.00680698302934796
32	0.0138131235770364
32.8	0.000251353242647026
33.6	0.00557870828239404
34.4	0.00161570226086329
35.2	0.0132141423802409
36	0.0199230193847596
36.8	0.00890818195444545
37.6	0.0168777022112799
38.4	0.0131939703916718
39.2	0.00852938567728624
40	0.000973095285637791
40.8	0.00977643905364426
41.6	0.0155744668833995
42.4	0.00556976572656584
43.2	0.00876383166921274
44	0.00512584772869513
44.8	0.0099405323478984
45.6	0.0179698659218401
46.4	0.0115839797036799
47.2	0.00175117762177426
48	0.0172945698572665
48.8	0.0159255777108186
49.6	0.019815318615243
50.4	0.0182102045364094
51.2	0.00206881641910718
52	0.0128827755115394
52.8	0.00521716805429289
53.6	0.0118153737384949
54.4	0.0126491043869942
55.2	0.00648797615163257
56	0.000572203748315037
56.8	0.00374080908711145
57.6	0.0116813598932796
58.4	0.00409029721413072
59.2	0.0148698325162426
60	0.00970837248671259
60.8	0.00276613242998659
61.6	0.0177390292122732
62.4	0.00159432577960898
63.2	0.0192772816565922
64	0.000787200224256217
64.8	0.0163693702810967
65.6	0.0194091643069103
66.4	0.0130581956685724
67.2	0.0088541499937516
68	0.00138572720485811
68.8	0.019810669824931
69.6	0.0158757081620296
70.4	0.0164748054246186
71.2	0.0104521988338075
72	0.00105133718693424
72.8	0.0191653241391361
73.6	0.0144437923631662
74.4	0.0110040526309906
75.2	0.00487859816492989
76	0.0158608710527551
76.8	0.00391230516578105
77.6	0.00807049074390592
78.4	0.00896205025840187
79.2	0.0120104063471824
80	0.00696397402909964
80.8	0.0144307441915055
81.6	0.00163980437834847
82.4	0.0156063732040601
83.2	0.00494223309505689
84	0.0176550639247681
