# Acc1	amplitude
# "Acc1"	"amplitude"
# 875
0	0.000644253715143401
0.8	0.0084689626979803
1.6	0.0147463603086595
2.4	0.00157781526244557
3.2	0.00047270597080916
4	0.000867441684288033
4.8	0.00829433331112338
5.6	0.00187606112999482
6.4	0.00140209212918072
7.2	0.0199888036058821
8	0.0189753518264408
8.8	0.0106272690676393
9.6	0.00728857038849952
10.4	0.0166886872857699
11.2	0.00492064738898795
12	0.0197488036848443
12.8	0.00647593970790008
13.6	0.013227142205049
14.4	0.0190240792523625
15.2	0.0183156154255229
16	0.00152969837710706
16.8	0.0194196329832574
17.6	0.00377062038818733
18.4	0.0149783593193785
19.2	0.0121447385572897
20	0.012432442798434
20.8	0.00431501737589642
21.6	0.00797991266353542
22.4	0.0118893725604139
23.2	0.00333117217112697
24	0.000159667971028239
24.8	0.0158384849676794
25.6	0.0197596224492098
26.4	0.00160328624917625
27.2	0.00731818942873407
28	0.0117877638187751
28.8	0.0185848898607372
29.6	0.0179853100669308
30.4	0.00528091126289421
31.2	0.00321056614936605
32	0.00505699347489383
32.8	0.0186780767188547
33.6	0.00248038419066894
34.4	0.00938915485449448
35.2	0.00927687543740814
36	0.0109140588909436
36.8	0.0185333114890532
37.6	0.0145918695153603
38.4	0.0184411778136179
39.2	0.0119606347643767
40	0.01703554528149
40.8	0.0196752559461765
41.6	0.0125215947989198
42.4	0.00810582751058738
43.2	0.00440219501775023
44	0.00435869359831561
44.8	0.0138495541620963
45.6	0.00811686520851755
46.4	0.0060993057393585
47.2	0.0150431556684498
48	0.0118142283689792
48.8	0.0176979459174036
49.6	0.00523548451504694
50.4	0.00425853890678932
51.2	0.0121277328607334
52	0.0138229125247643
52.8	0.00669835706839877
53.6	0.0194322054056117
54.4	0.00185033767324871
55.2	0.00989658885692202
56	0.0157555426294624
56.8	0.0114677123033629
57.6	0.00875331319817792
58.4	0.0139635414365153
59.2	0.01160495033206
60	3.55824481902056e-05
60.8	0.0187271322506888
61.6	0.00557278950291445
62.4	0.0184297479543824
63.2	0.0149675078676995
64	0.00758325546164754
64.8	0.018266734701893
65.6	0.00288096286015352
66.4	0.00153511724968226
67.2	0.014185250901833
68	0.0130590560978957
68.8	0.0141485950667172
69.6	0.0117919086619641
70.4	0.0139056820938237
71.2	0.00673901907281495
72	0.0101523488746332
72.8	0.00771832473540676
73.6	0.0133354996316447
74.4	0.00310973174620147
75.2	0.00128352094648365
76	0.00616733852235496
76.8	0.0100906587727942
77.6	0.00511780918973109
78.4	0.0109332268626507
79.2	0.00917045643523935
80	0.00886810156943493
80.8	0.0199153670102446
81.6	0.00726780102570493
82.4	0.0130843148038006
83.2	0.0141626171841021
84	0.0065449555283984
84.8	0.00811563722356627
85.6	0.00846047890118383
86.4	0.00159017028612564
87.2	0.00414995955226259
88	0.0160286246527052
88.8	0.0181468620939873
89.6	0.00784818306960383
90.4	0.00990318615941994
91.2	0.017004565156129
92	0.0171846430590867
92.8	0.0136337464381494
93.6	0.00505920992104859
94.4	0.0098264701233783
95.2	0.0199819224010024
96	0.0140299003071447
96.8	0.0188041536718207
97.6	0.0145650942037604
98.4	0.0125967422479957
99.2	0.00876697463174332
100	0.0153866676682376
100.8	0.0134887737383149
101.6	0.0064655781325452
102.4	0.0113514493611382
103.2	5.84948138782315e-05
104	0.004053088176114
104.8	0.016880370185545
105.6	0.000659487971748736
106.4	0.0103860113398504
107.2	0.0198455887740546
108	0.00667248276171718
108.8	0.0194741455199417
109.6	0.0018599998836529
110.4	0.0130703321996521
111.2	0.0174172757407598
112	0.0101905708806318
112.8	0.016708817378881
113.6	0.0184501176172156
114.4	0.00686114288655183
115.2	0.0183629488678392
116	0.0166055335096343
116.8	0.0118226372830948
117.6	0.00258289100935813
118.4	0.00133346378155345
119.2	0.0105006730231941
120	0.0198546098834354
120.8	0.0131906610195472
121.6	0.00657562622347022
122.4	0.0155110216056437
123.2	0.0142505375731508
124	0.0155730392508789
124.8	0.00670124768190888
125.6	0.00921458688179523
126.4	0.00623503050379553
127.2	0.0191545145721894
128	0.0155244228807416
128.8	0.00303209273904602
129.6	0.0125466007580373
130.4	0.0121580615839049
131.2	0.0173737314035707
132	0.0177010985652176
132.8	0.000266776487382867
133.6	0.00132411679011486
134.4	0.00749080911825311
135.2	0.0121217554381603
