# Acc1	amplitude
# "Acc1"	"amplitude"
# 875
0	2.0611536181902e-11
0.8	2.14527089289753e-11
1.6	2.23282105869359e-11
2.4	2.32394421452018e-11
3.2	2.41878617686526e-11
4	2.51749871310048e-11
4.8	2.62023978434124e-11
5.6	2.72717379821828e-11
6.4	2.83847187196484e-11
7.2	2.95431210624082e-11
8	3.07487987013172e-11
8.8	3.20036809777877e-11
9.6	3.3309775971147e-11
10.4	3.46691737119914e-11
11.2	3.60840495266828e-11
12	3.75566675183326e-11
12.8	3.90893841898506e-11
13.6	4.06846522148518e-11
14.4	4.23450243624571e-11
15.2	4.40731575822681e-11
16	4.58718172560527e-11
16.8	4.77438816229461e-11
17.6	4.96923463852459e-11
18.4	5.17203295021753e-11
19.2	5.3831076179282e-11
20	5.60279640614594e-11
20.8	5.83145086378969e-11
21.6	6.0694368867614e-11
22.4	6.3171353034572e-11
23.2	6.5749424841743e-11
24	6.84327097538763e-11
24.8	7.12255015991231e-11
25.6	7.41322694400762e-11
26.4	7.71576647252208e-11
27.2	8.03065287322466e-11
28	8.35839003151192e-11
28.8	8.69950239673238e-11
29.6	9.0545358214169e-11
30.4	9.42405843475922e-11
31.2	9.8086615517436e-11
32	1.02089606193747e-10
32.8	1.0625596201524e-10
33.6	1.10592350039682e-10
34.4	1.15105709412606e-10
35.2	1.1980326247142e-10
36	1.24692526302687e-10
36.8	1.29781324771061e-10
37.6	1.35077801039138e-10
38.4	1.40590430598249e-10
39.2	1.46328034831047e-10
40	1.52299795127603e-10
40.8	1.58515267577578e-10
41.6	1.64984398262003e-10
42.4	1.7171753916912e-10
43.2	1.78725464759774e-10
44	1.86019389208834e-10
44.8	1.9361098435026e-10
45.6	2.01512398354521e-10
46.4	2.09736275168249e-10
47.2	2.18295774747243e-10
48	2.27204594115193e-10
48.8	2.36476989281831e-10
49.6	2.46127798055574e-10
50.4	2.56172463787173e-10
51.2	2.66627060082351e-10
52	2.77508316522988e-10
52.8	2.88833645438004e-10
53.6	3.00621169766781e-10
54.4	3.12889752059713e-10
55.2	3.25659024662291e-10
56	3.38949421131021e-10
56.8	3.52782208931443e-10
57.6	3.67179523470596e-10
58.4	3.82164403518354e-10
59.2	3.97760828074346e-10
60	4.13993754739433e-10
60.8	4.30889159653158e-10
61.6	4.48474079061074e-10
62.4	4.66776652578451e-10
63.2	4.85826168219635e-10
64	5.05653109265044e-10
64.8	5.26289203040883e-10
65.6	5.47767471689568e-10
66.4	5.70122285012126e-10
67.2	5.93389415467159e-10
68	6.17606095414305e-10
68.8	6.42811076693898e-10
69.6	6.69044692638072e-10
70.4	6.96348922612612e-10
71.2	7.24767459192785e-10
72	7.54345778080664e-10
72.8	7.85131210875837e-10
73.6	8.17173020815916e-10
74.4	8.50522481608098e-10
75.2	8.85232959477869e-10
76	9.21359998566181e-10
76.8	9.58961409811733e-10
77.6	9.98097363460623e-10
78.4	1.03883048535135e-09
79.2	1.08122595712928e-09
80	1.12535162055095e-09
80.8	1.17127808604503e-09
81.6	1.21907884570381e-09
82.4	1.26883039088592e-09
83.2	1.32061233461841e-09
84	1.37450753899427e-09
84.8	1.43060224776898e-09
85.6	1.48898622436851e-09
86.4	1.54975289552945e-09
87.2	1.61299950080123e-09
88	1.67882724814952e-09
88.8	1.74734147591e-09
89.6	1.81865182135149e-09
90.4	1.89287239611823e-09
91.2	1.9701219688321e-09
92	2.05052415514691e-09
92.8	2.13420761555886e-09
93.6	2.22130626128982e-09
94.4	2.3119594685728e-09
95.2	2.40631230168243e-09
96	2.50451574506755e-09
96.8	2.60672694495711e-09
97.6	2.71310946082622e-09
98.4	2.82383352712458e-09
99.2	2.93907632568621e-09
100	3.05902226925625e-09
100.8	3.18386329658866e-09
