# Acc1	amplitude
# "Acc1"	"amplitude"
# 875
0	2.0611536181902e-15
0.8	2.0612360659837e-15
1.6	2.06131851707518e-15
2.4	2.06140097146477e-15
3.2	2.0614834291526e-15
4	2.06156589013881e-15
4.8	2.06164835442352e-15
5.6	2.06173082200687e-15
6.4	2.06181329288898e-15
7.2	2.06189576707001e-15
8	2.06197824455005e-15
8.8	2.06206072532927e-15
9.6	2.06214320940778e-15
10.4	2.06222569678573e-15
11.2	2.06230818746323e-15
12	2.06239068144043e-15
12.8	2.06247317871745e-15
13.6	2.06255567929443e-15
14.4	2.0626381831715e-15
15.2	2.06272069034879e-15
16	2.06280320082643e-15
16.8	2.06288571460455e-15
17.6	2.0629682316833e-15
18.4	2.06305075206279e-15
19.2	2.06313327574317e-15
20	2.06321580272456e-15
20.8	2.06329833300709e-15
21.6	2.0633808665909e-15
22.4	2.06346340347612e-15
23.2	2.06354594366288e-15
24	2.06362848715131e-15
24.8	2.06371103394156e-15
25.6	2.06379358403373e-15
26.4	2.06387613742799e-15
27.2	2.06395869412443e-15
28	2.06404125412322e-15
28.8	2.06412381742447e-15
29.6	2.06420638402832e-15
30.4	2.06428895393489e-15
31.2	2.06437152714433e-15
32	2.06445410365676e-15
32.8	2.06453668347233e-15
33.6	2.06461926659114e-15
34.4	2.06470185301336e-15
35.2	2.06478444273909e-15
36	2.06486703576848e-15
36.8	2.06494963210166e-15
37.6	2.06503223173875e-15
38.4	2.0651148346799e-15
39.2	2.06519744092523e-15
40	2.06528005047488e-15
40.8	2.06536266332897e-15
41.6	2.06544527948765e-15
42.4	2.06552789895103e-15
43.2	2.06561052171927e-15
44	2.06569314779247e-15
44.8	2.06577577717079e-15
45.6	2.06585840985435e-15
46.4	2.06594104584328e-15
47.2	2.06602368513771e-15
48	2.06610632773779e-15
48.8	2.06618897364364e-15
49.6	2.06627162285539e-15
50.4	2.06635427537317e-15
51.2	2.06643693119712e-15
52	2.06651959032737e-15
52.8	2.06660225276405e-15
53.6	2.06668491850729e-15
54.4	2.06676758755723e-15
55.2	2.066850259914e-15
56	2.06693293557772e-15
56.8	2.06701561454855e-15
57.6	2.06709829682659e-15
58.4	2.067180982412e-15
59.2	2.06726367130489e-15
60	2.06734636350541e-15
60.8	2.06742905901367e-15
61.6	2.06751175782982e-15
62.4	2.067594459954e-15
63.2	2.06767716538632e-15
64	2.06775987412693e-15
64.8	2.06784258617596e-15
65.6	2.06792530153353e-15
66.4	2.06800802019978e-15
67.2	2.06809074217485e-15
68	2.06817346745886e-15
68.8	2.06825619605194e-15
69.6	2.06833892795424e-15
70.4	2.06842166316588e-15
71.2	2.06850440168699e-15
72	2.06858714351772e-15
72.8	2.06866988865818e-15
73.6	2.06875263710852e-15
74.4	2.06883538886886e-15
75.2	2.06891814393933e-15
76	2.06900090232007e-15
76.8	2.06908366401121e-15
77.6	2.06916642901289e-15
78.4	2.06924919732523e-15
79.2	2.06933196894838e-15
80	2.06941474388245e-15
80.8	2.06949752212759e-15
81.6	2.06958030368392e-15
82.4	2.06966308855159e-15
83.2	2.06974587673071e-15
84	2.06982866822142e-15
84.8	2.06991146302386e-15
85.6	2.06999426113817e-15
86.4	2.07007706256446e-15
87.2	2.07015986730288e-15
88	2.07024267535355e-15
88.8	2.07032548671661e-15
89.6	2.07040830139219e-15
90.4	2.07049111938042e-15
91.2	2.07057394068144e-15
92	2.07065676529537e-15
92.8	2.07073959322236e-15
93.6	2.07082242446253e-15
94.4	2.07090525901602e-15
95.2	2.07098809688295e-15
96	2.07107093806347e-15
96.8	2.0711537825577e-15
97.6	2.07123663036578e-15
98.4	2.07131948148783e-15
99.2	2.07140233592399e-15
100	2.07148519367441e-15
100.8	2.07156805473919e-15
101.6	2.07165091911849e-15
102.4	2.07173378681242e-15
103.2	2.07181665782114e-15
104	2.07189953214475e-15
104.8	2.07198240978341e-15
105.6	2.07206529073723e-15
106.4	2.07214817500636e-15
107.2	2.07223106259093e-15
108	2.07231395349107e-15
108.8	2.07239684770691e-15
109.6	2.07247974523859e-15
110.4	2.07256264608624e-15
111.2	2.07264555024998e-15
112	2.07272845772996e-15
112.8	2.0728113685263e-15
113.6	2.07289428263914e-15
114.4	2.0729772000686e-15
115.2	2.07306012081484e-15
116	2.07314304487797e-15
116.8	2.07322597225814e-15
117.6	2.07330890295545e-15
118.4	2.07339183697007e-15
119.2	2.07347477430211e-15
120	2.07355771495172e-15
120.8	2.07364065891901e-15
121.6	2.07372360620413e-15
122.4	2.07380655680721e-15
123.2	2.07388951072837e-15
124	2.07397246796777e-15
124.8	2.07405542852551e-15
125.6	2.07413839240175e-15
126.4	2.0742213595966e-15
127.2	2.07430433011022e-15
128	2.07438730394271e-15
128.8	2.07447028109423e-15
129.6	2.07455326156489e-15
130.4	2.07463624535485e-15
131.2	2.07471923246422e-15
132	2.07480222289315e-15
132.8	2.07488521664176e-15
133.6	2.07496821371019e-15
134.4	2.07505121409856e-15
135.2	2.07513421780701e-15
136	2.07521722483568e-15
136.8	2.07530023518469e-15
137.6	2.0753832488542e-15
138.4	2.0754662658443e-15
139.2	2.07554928615516e-15
140	2.0756323097869e-15
140.8	2.07571533673965e-15
141.6	2.07579836701354e-15
